Order_ID,Order_Date,Product_ID,Quantity,Customer_Type,Sales_Channel,Revenue_GBP,COGS_GBP,Gross_Profit_GBP
O00765,2026-02-15 00:00:00,P010,1,Business,Online,149,105,44
O00766,2025-10-16 00:00:00,P010,15,Retail,Direct,2235,1575,660
O00767,2025-09-11 00:00:00,P013,5,Retail,Distributor,75,40,35
O00768,2025-07-15 00:00:00,P017,13,Retail,Online,1807,1235,572
O00769,2026-06-06 00:00:00,P009,8,Retail,Online,712,464,248
O00770,2026-06-01 00:00:00,P017,8,Retail,Online,1112,760,352
O00771,2025-04-28 00:00:00,P009,5,Retail,Online,445,290,155
O00772,2025-06-08 00:00:00,P009,28,Business,Online,2492,1624,868
O00773,2025-08-16 00:00:00,P001,9,Retail,Direct,198,108,90
O00774,2025-08-04 00:00:00,P002,1,Retail,Direct,32,18,14
O00775,2025-01-15 00:00:00,P016,4,Business,Online,316,192,124
O00776,2025-06-06 00:00:00,P001,3,Retail,Online,66,36,30
O00777,2025-09-18 00:00:00,P010,2,Retail,Distributor,298,210,88
O00778,2025-06-06 00:00:00,P018,8,Wholesale,Online,760,496,264
O00779,2025-02-16 00:00:00,P008,23,Retail,Online,5957,4255,1702
O00780,2025-11-20 00:00:00,P011,9,Retail,Online,621,378,243
O00781,2025-05-10 00:00:00,P002,2,Retail,Online,64,36,28
O00782,2026-02-15 00:00:00,P008,14,Retail,Online,3626,2590,1036
O00783,2025-04-05 00:00:00,P008,14,Business,Direct,3626,2590,1036
O00784,2025-10-19 00:00:00,P017,4,Business,Online,556,380,176
O00785,2025-10-10 00:00:00,P015,30,Retail,Online,1260,750,510
O00786,2025-03-10 00:00:00,P017,6,Business,Direct,834,570,264
O00787,2025-01-11 00:00:00,P013,11,Retail,Online,165,88,77
O00788,2025-09-11 00:00:00,P019,3,Retail,Distributor,537,375,162
O00789,2025-05-14 00:00:00,P005,8,Business,Distributor,472,280,192
O00790,2025-01-23 00:00:00,P012,3,Retail,Online,357,234,123
O00791,2025-12-12 00:00:00,P001,14,Retail,Direct,308,168,140
O00792,2025-10-29 00:00:00,P005,28,Retail,Online,1652,980,672
O00793,2025-12-29 00:00:00,P008,13,Retail,Distributor,3367,2405,962
O00794,2026-01-31 00:00:00,P013,13,Retail,Online,195,104,91
O00795,2025-08-06 00:00:00,P008,2,Business,Distributor,518,370,148
O00796,2025-05-21 00:00:00,P011,13,Retail,Direct,897,546,351
O00797,2025-07-29 00:00:00,P001,29,Retail,Online,638,348,290
O00798,2026-04-05 00:00:00,P013,19,Retail,Online,285,152,133
O00799,2025-12-22 00:00:00,P019,27,Business,Distributor,4833,3375,1458
O00800,2025-11-20 00:00:00,P003,6,Business,Distributor,294,168,126
O00801,2025-05-13 00:00:00,P017,16,Business,Online,2224,1520,704
O00802,2025-05-07 00:00:00,P005,2,Business,Direct,118,70,48
O00803,2025-04-16 00:00:00,P020,8,Wholesale,Online,520,304,216
O00804,2026-01-13 00:00:00,P008,17,Retail,Online,4403,3145,1258
O00805,2025-02-20 00:00:00,P014,23,Retail,Online,414,230,184
O00806,2025-01-29 00:00:00,P004,2,Business,Online,78,44,34
O00807,2026-04-07 00:00:00,P011,10,Wholesale,Direct,690,420,270
O00808,2025-10-23 00:00:00,P020,28,Wholesale,Online,1820,1064,756
O00809,2025-10-24 00:00:00,P015,16,Retail,Direct,672,400,272
O00810,2026-02-11 00:00:00,P019,6,Retail,Online,1074,750,324
O00811,2026-02-09 00:00:00,P007,28,Retail,Online,4732,3220,1512
O00812,2025-12-12 00:00:00,P019,2,Business,Online,358,250,108
O00813,2026-02-24 00:00:00,P019,2,Retail,Online,358,250,108
O00814,2025-07-01 00:00:00,P011,26,Retail,Online,1794,1092,702
O00815,2025-01-01 00:00:00,P005,13,Business,Online,767,455,312
O00816,2026-01-06 00:00:00,P005,24,Retail,Direct,1416,840,576
O00817,2026-03-07 00:00:00,P008,15,Wholesale,Online,3885,2775,1110
O00818,2025-11-05 00:00:00,P010,28,Retail,Online,4172,2940,1232
O00819,2025-05-17 00:00:00,P006,2,Retail,Online,110,64,46
O00820,2025-07-21 00:00:00,P015,7,Retail,Distributor,294,175,119
O00821,2026-03-12 00:00:00,P016,3,Business,Distributor,237,144,93
O00822,2025-11-09 00:00:00,P017,8,Retail,Online,1112,760,352
O00823,2025-04-27 00:00:00,P008,23,Retail,Online,5957,4255,1702
O00824,2025-09-01 00:00:00,P008,14,Wholesale,Online,3626,2590,1036
O00825,2026-06-21 00:00:00,P009,24,Retail,Distributor,2136,1392,744
O00826,2025-03-16 00:00:00,P002,30,Business,Online,960,540,420
O00827,2026-01-21 00:00:00,P015,23,Business,Online,966,575,391
O00828,2025-07-29 00:00:00,P018,27,Retail,Online,2565,1674,891
O00829,2026-04-20 00:00:00,P003,22,Business,Online,1078,616,462
O00830,2026-02-22 00:00:00,P017,29,Retail,Online,4031,2755,1276
O00831,2025-12-13 00:00:00,P004,7,Business,Direct,273,154,119
O00832,2026-06-13 00:00:00,P004,21,Retail,Online,819,462,357
O00833,2025-06-28 00:00:00,P014,7,Business,Direct,126,70,56
O00834,2025-07-01 00:00:00,P009,1,Retail,Online,89,58,31
O00835,2025-01-25 00:00:00,P009,17,Business,Online,1513,986,527
O00836,2025-06-29 00:00:00,P018,9,Retail,Distributor,855,558,297
O00837,2026-05-16 00:00:00,P010,30,Retail,Online,4470,3150,1320
O00838,2025-06-10 00:00:00,P004,21,Retail,Direct,819,462,357
O00839,2025-06-26 00:00:00,P012,13,Retail,Online,1547,1014,533
O00840,2025-10-12 00:00:00,P008,21,Business,Online,5439,3885,1554
O00841,2025-03-04 00:00:00,P002,19,Retail,Distributor,608,342,266
O00842,2025-06-05 00:00:00,P013,21,Wholesale,Online,315,168,147
O00843,2026-04-14 00:00:00,P016,19,Wholesale,Distributor,1501,912,589
O00844,2025-02-18 00:00:00,P002,25,Business,Online,800,450,350
O00845,2025-03-25 00:00:00,P011,25,Retail,Distributor,1725,1050,675
O00846,2025-12-27 00:00:00,P010,22,Retail,Online,3278,2310,968
O00847,2025-05-28 00:00:00,P015,17,Business,Online,714,425,289
O00848,2025-12-08 00:00:00,P017,23,Retail,Direct,3197,2185,1012
O00849,2026-04-21 00:00:00,P008,23,Retail,Distributor,5957,4255,1702
O00850,2025-03-04 00:00:00,P018,30,Business,Distributor,2850,1860,990
O00851,2025-12-26 00:00:00,P009,10,Business,Direct,890,580,310
O00852,2025-11-23 00:00:00,P008,10,Business,Distributor,2590,1850,740
O00853,2025-05-21 00:00:00,P014,4,Retail,Online,72,40,32
O00854,2025-08-03 00:00:00,P018,8,Business,Online,760,496,264
O00855,2026-03-11 00:00:00,P020,22,Retail,Online,1430,836,594
O00856,2025-11-14 00:00:00,P020,20,Retail,Online,1300,760,540
O00857,2025-02-01 00:00:00,P012,20,Wholesale,Online,2380,1560,820
O00858,2025-10-12 00:00:00,P019,18,Retail,Online,3222,2250,972
O00859,2025-11-01 00:00:00,P014,14,Retail,Online,252,140,112
O00860,2026-03-05 00:00:00,P017,18,Retail,Direct,2502,1710,792
O00861,2026-04-22 00:00:00,P003,28,Wholesale,Online,1372,784,588
O00862,2025-10-13 00:00:00,P007,14,Business,Online,2366,1610,756
O00863,2025-05-24 00:00:00,P017,20,Business,Online,2780,1900,880
O00864,2026-02-28 00:00:00,P012,21,Business,Direct,2499,1638,861
O00865,2025-01-19 00:00:00,P009,24,Retail,Direct,2136,1392,744
O00866,2025-01-18 00:00:00,P015,15,Retail,Direct,630,375,255
O00867,2026-01-06 00:00:00,P018,22,Retail,Online,2090,1364,726
O00868,2025-06-24 00:00:00,P013,30,Retail,Online,450,240,210
O00869,2025-07-13 00:00:00,P008,4,Retail,Online,1036,740,296
O00870,2026-05-17 00:00:00,P014,13,Wholesale,Online,234,130,104
O00871,2025-04-23 00:00:00,P008,27,Retail,Online,6993,4995,1998
O00872,2025-04-24 00:00:00,P014,23,Retail,Online,414,230,184
O00873,2025-08-10 00:00:00,P007,8,Retail,Online,1352,920,432
O00874,2025-09-21 00:00:00,P012,18,Retail,Distributor,2142,1404,738
O00875,2025-02-24 00:00:00,P011,12,Wholesale,Distributor,828,504,324
O00876,2026-04-03 00:00:00,P011,23,Retail,Online,1587,966,621
O00877,2025-06-11 00:00:00,P013,14,Retail,Online,210,112,98
O00878,2026-01-15 00:00:00,P018,2,Business,Online,190,124,66
O00879,2025-03-28 00:00:00,P002,18,Retail,Online,576,324,252
O00880,2025-02-24 00:00:00,P015,24,Retail,Distributor,1008,600,408
O00881,2026-04-21 00:00:00,P020,2,Retail,Online,130,76,54
O00882,2025-06-27 00:00:00,P018,11,Business,Direct,1045,682,363
O00883,2026-01-26 00:00:00,P015,9,Wholesale,Online,378,225,153
O00884,2025-12-15 00:00:00,P019,12,Business,Distributor,2148,1500,648
O00885,2025-01-08 00:00:00,P012,17,Retail,Online,2023,1326,697
O00886,2025-11-09 00:00:00,P013,15,Business,Direct,225,120,105
O00887,2026-03-19 00:00:00,P011,25,Retail,Online,1725,1050,675
O00888,2025-11-24 00:00:00,P005,17,Retail,Direct,1003,595,408
O00889,2025-02-23 00:00:00,P001,26,Retail,Online,572,312,260
O00890,2025-08-27 00:00:00,P003,29,Retail,Online,1421,812,609
O00891,2025-08-17 00:00:00,P019,26,Retail,Distributor,4654,3250,1404
O00892,2025-02-20 00:00:00,P007,18,Business,Distributor,3042,2070,972
O00893,2025-09-21 00:00:00,P012,22,Wholesale,Distributor,2618,1716,902
O00894,2026-02-22 00:00:00,P015,6,Retail,Direct,252,150,102
O00895,2025-04-06 00:00:00,P005,17,Retail,Direct,1003,595,408
O00896,2025-03-29 00:00:00,P015,23,Retail,Online,966,575,391
O00897,2025-03-19 00:00:00,P008,24,Retail,Online,6216,4440,1776
O00898,2025-10-15 00:00:00,P010,18,Business,Online,2682,1890,792
O00899,2025-04-30 00:00:00,P016,8,Retail,Direct,632,384,248
O00900,2026-05-06 00:00:00,P008,9,Business,Online,2331,1665,666
O00901,2026-03-28 00:00:00,P001,6,Retail,Online,132,72,60
O00902,2026-05-15 00:00:00,P012,5,Retail,Direct,595,390,205
O00903,2025-06-14 00:00:00,P005,12,Retail,Direct,708,420,288
O00904,2025-07-01 00:00:00,P003,25,Retail,Online,1225,700,525
O00905,2026-04-14 00:00:00,P001,29,Retail,Online,638,348,290
O00906,2025-01-07 00:00:00,P004,28,Business,Online,1092,616,476
O00907,2025-11-26 00:00:00,P008,11,Retail,Online,2849,2035,814
O00908,2025-05-31 00:00:00,P003,25,Business,Online,1225,700,525
O00909,2025-03-26 00:00:00,P010,1,Retail,Direct,149,105,44
O00910,2025-05-27 00:00:00,P002,11,Retail,Direct,352,198,154
O00911,2026-01-16 00:00:00,P011,19,Retail,Direct,1311,798,513
O00912,2025-10-12 00:00:00,P010,9,Business,Online,1341,945,396
O00913,2025-03-23 00:00:00,P014,27,Retail,Direct,486,270,216
O00914,2026-05-29 00:00:00,P007,2,Business,Online,338,230,108
O00915,2026-06-07 00:00:00,P002,12,Retail,Online,384,216,168
O00916,2026-01-21 00:00:00,P009,4,Business,Direct,356,232,124
O00917,2026-04-16 00:00:00,P016,4,Retail,Online,316,192,124
O00918,2025-04-29 00:00:00,P013,18,Business,Online,270,144,126
O00919,2026-01-31 00:00:00,P009,15,Business,Distributor,1335,870,465
O00920,2026-06-16 00:00:00,P020,19,Wholesale,Online,1235,722,513
O00921,2025-09-18 00:00:00,P004,13,Retail,Direct,507,286,221
O00922,2025-09-13 00:00:00,P010,19,Retail,Online,2831,1995,836
O00923,2025-08-14 00:00:00,P012,17,Retail,Direct,2023,1326,697
O00924,2025-02-22 00:00:00,P017,6,Business,Online,834,570,264
O00925,2026-05-15 00:00:00,P014,16,Retail,Online,288,160,128
O00926,2026-05-21 00:00:00,P014,24,Business,Direct,432,240,192
O00927,2025-12-30 00:00:00,P002,12,Retail,Online,384,216,168
O00928,2025-10-07 00:00:00,P020,19,Retail,Online,1235,722,513
O00929,2025-06-07 00:00:00,P011,5,Retail,Online,345,210,135
O00930,2025-02-28 00:00:00,P016,17,Wholesale,Online,1343,816,527
O00931,2025-05-08 00:00:00,P019,26,Business,Online,4654,3250,1404
O00932,2025-04-25 00:00:00,P006,23,Wholesale,Online,1265,736,529
O00933,2025-07-28 00:00:00,P019,26,Retail,Distributor,4654,3250,1404
O00934,2026-06-10 00:00:00,P005,29,Business,Online,1711,1015,696
O00935,2026-06-05 00:00:00,P004,1,Business,Online,39,22,17
O00936,2025-08-25 00:00:00,P015,28,Retail,Online,1176,700,476
O00937,2025-10-08 00:00:00,P004,27,Business,Online,1053,594,459
O00938,2025-12-25 00:00:00,P020,25,Wholesale,Distributor,1625,950,675
O00939,2025-07-20 00:00:00,P010,24,Wholesale,Online,3576,2520,1056
O00940,2025-10-05 00:00:00,P003,23,Business,Distributor,1127,644,483
O00941,2025-08-23 00:00:00,P005,10,Retail,Online,590,350,240
O00942,2026-05-09 00:00:00,P006,15,Retail,Direct,825,480,345
O00943,2025-01-04 00:00:00,P008,23,Wholesale,Online,5957,4255,1702
O00944,2026-03-18 00:00:00,P007,21,Retail,Distributor,3549,2415,1134
O00945,2025-01-29 00:00:00,P010,21,Business,Direct,3129,2205,924
O00946,2025-04-19 00:00:00,P006,11,Business,Online,605,352,253
O00947,2025-03-16 00:00:00,P014,13,Business,Online,234,130,104
O00948,2025-05-26 00:00:00,P004,5,Wholesale,Online,195,110,85
O00949,2025-05-08 00:00:00,P013,1,Retail,Distributor,15,8,7
O00950,2025-02-11 00:00:00,P020,24,Retail,Online,1560,912,648
O00951,2025-12-22 00:00:00,P017,12,Retail,Online,1668,1140,528
O00952,2025-02-10 00:00:00,P007,11,Retail,Direct,1859,1265,594
O00953,2025-02-03 00:00:00,P004,17,Retail,Online,663,374,289
O00954,2025-01-17 00:00:00,P014,4,Retail,Distributor,72,40,32
O00955,2025-06-02 00:00:00,P003,15,Business,Direct,735,420,315
O00956,2026-01-13 00:00:00,P005,25,Wholesale,Direct,1475,875,600
O00957,2025-12-08 00:00:00,P016,30,Retail,Distributor,2370,1440,930
O00958,2025-01-27 00:00:00,P020,9,Retail,Online,585,342,243
O00959,2025-10-14 00:00:00,P004,21,Wholesale,Online,819,462,357
O00960,2025-06-17 00:00:00,P002,20,Retail,Online,640,360,280
O00961,2025-09-25 00:00:00,P018,19,Retail,Online,1805,1178,627
O00962,2026-03-31 00:00:00,P019,19,Retail,Direct,3401,2375,1026
O00963,2026-02-05 00:00:00,P019,12,Business,Distributor,2148,1500,648
O00964,2026-04-21 00:00:00,P017,5,Retail,Online,695,475,220
O00965,2025-05-10 00:00:00,P014,10,Wholesale,Online,180,100,80
O00966,2025-12-29 00:00:00,P019,17,Retail,Distributor,3043,2125,918
O00967,2025-10-19 00:00:00,P013,5,Retail,Online,75,40,35
O00968,2026-01-06 00:00:00,P012,22,Retail,Online,2618,1716,902
O00969,2025-01-29 00:00:00,P006,16,Retail,Online,880,512,368
O00970,2025-05-29 00:00:00,P004,7,Business,Distributor,273,154,119
O00971,2025-10-23 00:00:00,P019,28,Business,Direct,5012,3500,1512
O00972,2025-01-11 00:00:00,P016,9,Business,Direct,711,432,279
O00973,2026-05-27 00:00:00,P013,3,Business,Direct,45,24,21
O00974,2025-04-23 00:00:00,P004,15,Wholesale,Online,585,330,255
O00975,2025-07-06 00:00:00,P017,16,Business,Online,2224,1520,704
O00976,2025-08-15 00:00:00,P001,18,Business,Direct,396,216,180
O00977,2025-11-06 00:00:00,P018,14,Retail,Online,1330,868,462
O00978,2025-04-08 00:00:00,P020,3,Retail,Direct,195,114,81
O00979,2025-02-24 00:00:00,P017,12,Retail,Distributor,1668,1140,528
O00980,2026-02-10 00:00:00,P015,9,Business,Direct,378,225,153
O00981,2025-03-10 00:00:00,P011,28,Retail,Direct,1932,1176,756
O00982,2025-11-08 00:00:00,P013,7,Retail,Direct,105,56,49
O00983,2025-10-16 00:00:00,P001,9,Wholesale,Direct,198,108,90
O00984,2025-05-28 00:00:00,P017,13,Wholesale,Online,1807,1235,572
O00985,2026-04-12 00:00:00,P006,18,Wholesale,Online,990,576,414
O00986,2025-09-01 00:00:00,P004,5,Retail,Online,195,110,85
O00987,2026-05-06 00:00:00,P020,13,Business,Direct,845,494,351
O00988,2026-05-22 00:00:00,P016,4,Retail,Online,316,192,124
O00989,2025-12-31 00:00:00,P015,2,Retail,Direct,84,50,34
O00990,2026-04-27 00:00:00,P015,16,Retail,Online,672,400,272
O00991,2025-07-20 00:00:00,P006,9,Retail,Direct,495,288,207
O00992,2025-06-03 00:00:00,P015,9,Retail,Online,378,225,153
O00993,2026-03-26 00:00:00,P014,6,Business,Direct,108,60,48
O00994,2026-05-16 00:00:00,P011,11,Retail,Online,759,462,297
O00995,2025-03-14 00:00:00,P007,22,Business,Online,3718,2530,1188
O00996,2025-10-23 00:00:00,P009,24,Retail,Online,2136,1392,744
O00997,2025-01-17 00:00:00,P016,22,Retail,Direct,1738,1056,682
O00998,2025-08-05 00:00:00,P005,1,Retail,Online,59,35,24
O00999,2025-03-02 00:00:00,P020,4,Retail,Online,260,152,108
O01000,2025-02-11 00:00:00,P010,13,Business,Distributor,1937,1365,572
O01001,2025-01-25 00:00:00,P018,23,Retail,Direct,2185,1426,759
O01002,2025-02-08 00:00:00,P003,13,Retail,Distributor,637,364,273
O01003,2025-05-11 00:00:00,P013,13,Retail,Online,195,104,91
O01004,2026-05-13 00:00:00,P011,2,Retail,Online,138,84,54
O01005,2025-08-17 00:00:00,P017,9,Wholesale,Distributor,1251,855,396
O01006,2025-04-18 00:00:00,P013,24,Retail,Online,360,192,168
O01007,2025-06-21 00:00:00,P006,8,Business,Direct,440,256,184
O01008,2026-03-11 00:00:00,P017,7,Business,Online,973,665,308
O01009,2026-04-23 00:00:00,P013,4,Wholesale,Online,60,32,28
O01010,2025-04-12 00:00:00,P019,18,Business,Online,3222,2250,972
O01011,2026-06-08 00:00:00,P019,3,Business,Online,537,375,162
O01012,2025-10-02 00:00:00,P010,28,Business,Online,4172,2940,1232
O01013,2025-02-13 00:00:00,P003,6,Wholesale,Online,294,168,126
O01014,2025-01-17 00:00:00,P014,12,Retail,Distributor,216,120,96
O01015,2025-11-26 00:00:00,P019,12,Retail,Online,2148,1500,648
O01016,2026-05-12 00:00:00,P005,21,Retail,Direct,1239,735,504
O01017,2025-01-12 00:00:00,P005,28,Business,Direct,1652,980,672
O01018,2025-11-14 00:00:00,P020,8,Business,Direct,520,304,216
O01019,2025-08-04 00:00:00,P017,22,Retail,Online,3058,2090,968
O01020,2025-12-05 00:00:00,P010,22,Business,Direct,3278,2310,968
O01021,2025-03-22 00:00:00,P005,1,Retail,Direct,59,35,24
O01022,2026-04-30 00:00:00,P004,4,Retail,Direct,156,88,68
O01023,2026-01-09 00:00:00,P006,21,Wholesale,Direct,1155,672,483
O01024,2025-07-19 00:00:00,P004,28,Retail,Distributor,1092,616,476
O01025,2026-06-21 00:00:00,P007,11,Retail,Direct,1859,1265,594
O01026,2026-04-11 00:00:00,P007,3,Business,Online,507,345,162
O01027,2025-03-30 00:00:00,P018,13,Business,Direct,1235,806,429
O01028,2025-09-25 00:00:00,P003,25,Retail,Online,1225,700,525
O01029,2026-05-04 00:00:00,P001,17,Business,Distributor,374,204,170
O01030,2026-06-22 00:00:00,P004,22,Retail,Online,858,484,374
O01031,2025-02-16 00:00:00,P006,22,Retail,Online,1210,704,506
O01032,2025-10-15 00:00:00,P009,10,Retail,Direct,890,580,310
O01033,2025-01-16 00:00:00,P014,21,Business,Direct,378,210,168
O01034,2026-02-05 00:00:00,P012,12,Retail,Online,1428,936,492
O01035,2025-03-27 00:00:00,P020,15,Wholesale,Online,975,570,405
O01036,2025-09-07 00:00:00,P004,21,Business,Distributor,819,462,357
O01037,2026-01-26 00:00:00,P012,10,Wholesale,Online,1190,780,410
O01038,2025-12-01 00:00:00,P010,14,Retail,Distributor,2086,1470,616
O01039,2026-06-03 00:00:00,P007,13,Wholesale,Online,2197,1495,702
O01040,2025-05-17 00:00:00,P003,5,Retail,Direct,245,140,105
O01041,2026-05-13 00:00:00,P014,6,Retail,Direct,108,60,48
O01042,2026-04-22 00:00:00,P010,24,Retail,Online,3576,2520,1056
O01043,2025-08-11 00:00:00,P016,2,Retail,Online,158,96,62
O01044,2026-01-07 00:00:00,P016,22,Business,Online,1738,1056,682
O01045,2026-02-06 00:00:00,P010,17,Retail,Direct,2533,1785,748
O01046,2026-03-19 00:00:00,P013,4,Retail,Online,60,32,28
O01047,2026-05-05 00:00:00,P006,14,Business,Direct,770,448,322
O01048,2025-09-30 00:00:00,P012,10,Retail,Online,1190,780,410
O01049,2026-06-10 00:00:00,P009,3,Business,Online,267,174,93
O01050,2025-06-08 00:00:00,P013,25,Retail,Online,375,200,175
O01051,2025-06-01 00:00:00,P004,3,Business,Online,117,66,51
O01052,2025-07-07 00:00:00,P011,15,Business,Direct,1035,630,405
O01053,2025-04-08 00:00:00,P020,6,Retail,Distributor,390,228,162
O01054,2025-05-11 00:00:00,P018,17,Retail,Direct,1615,1054,561
O01055,2025-06-20 00:00:00,P011,12,Retail,Online,828,504,324
O01056,2025-07-02 00:00:00,P004,22,Business,Distributor,858,484,374
O01057,2025-12-30 00:00:00,P018,20,Retail,Direct,1900,1240,660
O01058,2025-02-08 00:00:00,P001,24,Retail,Distributor,528,288,240
O01059,2026-06-11 00:00:00,P007,29,Retail,Online,4901,3335,1566
O01060,2026-05-12 00:00:00,P006,11,Retail,Online,605,352,253
O01061,2026-05-31 00:00:00,P015,25,Retail,Online,1050,625,425
O01062,2025-12-15 00:00:00,P018,4,Business,Direct,380,248,132
O01063,2026-02-01 00:00:00,P011,26,Retail,Online,1794,1092,702
O01064,2025-06-10 00:00:00,P020,28,Retail,Online,1820,1064,756
O01065,2025-01-16 00:00:00,P015,26,Business,Online,1092,650,442
O01066,2026-05-08 00:00:00,P016,6,Business,Direct,474,288,186
O01067,2026-03-02 00:00:00,P007,1,Retail,Direct,169,115,54
O01068,2025-04-18 00:00:00,P010,20,Retail,Online,2980,2100,880
O01069,2026-03-26 00:00:00,P012,23,Retail,Online,2737,1794,943
O01070,2025-11-07 00:00:00,P014,28,Wholesale,Direct,504,280,224
O01071,2025-06-19 00:00:00,P005,16,Retail,Distributor,944,560,384
O01072,2026-06-30 00:00:00,P018,15,Wholesale,Direct,1425,930,495
O01073,2026-02-18 00:00:00,P005,17,Business,Distributor,1003,595,408
O01074,2025-09-08 00:00:00,P003,8,Retail,Direct,392,224,168
O01075,2025-05-21 00:00:00,P005,28,Retail,Direct,1652,980,672
O01076,2025-10-01 00:00:00,P017,26,Retail,Online,3614,2470,1144
O01077,2026-02-20 00:00:00,P019,12,Retail,Direct,2148,1500,648
O01078,2025-02-08 00:00:00,P019,27,Retail,Direct,4833,3375,1458
O01079,2025-01-29 00:00:00,P012,22,Business,Direct,2618,1716,902
O01080,2026-04-22 00:00:00,P009,21,Wholesale,Online,1869,1218,651
O01081,2025-11-14 00:00:00,P001,10,Business,Online,220,120,100
O01082,2025-09-02 00:00:00,P018,27,Business,Online,2565,1674,891
O01083,2025-09-29 00:00:00,P004,15,Retail,Online,585,330,255
O01084,2026-03-16 00:00:00,P010,30,Retail,Online,4470,3150,1320
O01085,2025-08-27 00:00:00,P007,9,Retail,Direct,1521,1035,486
O01086,2026-01-12 00:00:00,P001,2,Business,Online,44,24,20
O01087,2025-09-23 00:00:00,P017,5,Wholesale,Online,695,475,220
O01088,2025-12-25 00:00:00,P002,6,Business,Online,192,108,84
O01089,2025-12-06 00:00:00,P011,7,Retail,Direct,483,294,189
O01090,2026-01-24 00:00:00,P009,21,Retail,Online,1869,1218,651
O01091,2025-01-03 00:00:00,P007,25,Business,Online,4225,2875,1350
O01092,2026-03-05 00:00:00,P017,1,Retail,Direct,139,95,44
O01093,2025-05-22 00:00:00,P017,23,Business,Online,3197,2185,1012
O01094,2026-01-11 00:00:00,P002,26,Business,Distributor,832,468,364
O01095,2025-11-20 00:00:00,P006,7,Business,Distributor,385,224,161
O01096,2025-05-26 00:00:00,P014,20,Retail,Online,360,200,160
O01097,2025-10-20 00:00:00,P006,25,Retail,Online,1375,800,575
O01098,2026-03-08 00:00:00,P002,30,Retail,Direct,960,540,420
O01099,2026-02-03 00:00:00,P001,12,Retail,Online,264,144,120
O01100,2025-12-10 00:00:00,P010,16,Retail,Online,2384,1680,704
O01101,2025-05-20 00:00:00,P005,16,Business,Online,944,560,384
O01102,2025-07-06 00:00:00,P002,11,Business,Distributor,352,198,154
O01103,2025-03-02 00:00:00,P016,21,Retail,Online,1659,1008,651
O01104,2026-01-15 00:00:00,P002,4,Retail,Direct,128,72,56
O01105,2026-03-16 00:00:00,P010,13,Retail,Direct,1937,1365,572
O01106,2025-11-15 00:00:00,P002,7,Retail,Online,224,126,98
O01107,2025-10-29 00:00:00,P016,4,Business,Online,316,192,124
O01108,2025-12-10 00:00:00,P016,15,Retail,Distributor,1185,720,465
O01109,2025-01-11 00:00:00,P019,19,Retail,Online,3401,2375,1026
O01110,2025-03-03 00:00:00,P007,9,Retail,Direct,1521,1035,486
O01111,2025-08-14 00:00:00,P012,11,Wholesale,Online,1309,858,451
O01112,2025-06-02 00:00:00,P015,8,Business,Online,336,200,136
O01113,2025-11-06 00:00:00,P008,1,Retail,Online,259,185,74
O01114,2025-08-31 00:00:00,P006,23,Retail,Online,1265,736,529
O01115,2026-05-08 00:00:00,P010,25,Business,Online,3725,2625,1100
O01116,2026-01-01 00:00:00,P003,24,Wholesale,Direct,1176,672,504
O01117,2025-11-26 00:00:00,P019,8,Retail,Online,1432,1000,432
O01118,2025-04-17 00:00:00,P017,13,Wholesale,Online,1807,1235,572
O01119,2025-08-14 00:00:00,P007,22,Wholesale,Online,3718,2530,1188
O01120,2025-08-06 00:00:00,P020,27,Wholesale,Direct,1755,1026,729
O01121,2026-05-21 00:00:00,P004,4,Business,Online,156,88,68
O01122,2025-09-16 00:00:00,P014,8,Business,Direct,144,80,64
O01123,2026-06-01 00:00:00,P020,3,Retail,Online,195,114,81
O01124,2025-02-23 00:00:00,P015,29,Business,Online,1218,725,493
O01125,2025-02-16 00:00:00,P008,9,Retail,Online,2331,1665,666
O01126,2026-06-05 00:00:00,P015,29,Business,Direct,1218,725,493
O01127,2025-04-09 00:00:00,P020,2,Retail,Online,130,76,54
O01128,2025-01-20 00:00:00,P014,2,Business,Online,36,20,16
O01129,2026-05-05 00:00:00,P009,28,Business,Online,2492,1624,868
O01130,2026-02-23 00:00:00,P008,13,Retail,Direct,3367,2405,962
O01131,2025-03-03 00:00:00,P017,15,Business,Online,2085,1425,660
O01132,2025-05-25 00:00:00,P002,28,Retail,Online,896,504,392
O01133,2025-08-04 00:00:00,P003,23,Business,Online,1127,644,483
O01134,2025-01-03 00:00:00,P008,12,Retail,Online,3108,2220,888
O01135,2025-06-09 00:00:00,P012,26,Retail,Direct,3094,2028,1066
O01136,2025-04-30 00:00:00,P001,4,Wholesale,Direct,88,48,40
O01137,2025-03-30 00:00:00,P010,26,Retail,Online,3874,2730,1144
O01138,2025-11-25 00:00:00,P020,8,Business,Online,520,304,216
O01139,2025-12-23 00:00:00,P003,9,Retail,Online,441,252,189
O01140,2025-09-24 00:00:00,P006,23,Retail,Online,1265,736,529
O01141,2025-11-19 00:00:00,P007,5,Retail,Online,845,575,270
O01142,2026-06-25 00:00:00,P020,24,Business,Direct,1560,912,648
O01143,2025-07-14 00:00:00,P018,20,Retail,Distributor,1900,1240,660
O01144,2025-11-28 00:00:00,P011,18,Retail,Distributor,1242,756,486
O01145,2025-06-19 00:00:00,P019,11,Retail,Distributor,1969,1375,594
O01146,2026-06-05 00:00:00,P005,15,Retail,Direct,885,525,360
