Shipment_ID,Shipment_Date,Product_ID,Quantity,Warehouse,Carrier,Promised_Days,Actual_Days,On_Time,Transport_Cost_GBP,Month
SH00582,2025-03-16 00:00:00,P002,10,Birmingham,Evri,6,4,Yes,14.41,2025-03
SH00583,2026-04-27 00:00:00,P009,41,Birmingham,DHL,2,2,Yes,23.94,2026-04
SH00584,2025-04-13 00:00:00,P015,35,Manchester,Evri,3,2,Yes,21.34,2025-04
SH00585,2025-10-24 00:00:00,P002,38,Birmingham,DPD,5,3,Yes,27.44,2025-10
SH00586,2025-06-27 00:00:00,P001,45,Birmingham,DPD,2,6,No,27.9,2025-06
SH00587,2025-08-03 00:00:00,P010,33,Manchester,DHL,7,10,No,32.26,2025-08
SH00588,2025-11-11 00:00:00,P002,18,London,Royal Mail,3,3,Yes,20.28,2025-11
SH00589,2025-02-08 00:00:00,P012,40,London,Evri,4,3,Yes,25.74,2025-02
SH00590,2025-09-16 00:00:00,P008,40,Manchester,DPD,2,1,Yes,23.54,2025-09
SH00591,2025-01-07 00:00:00,P005,19,Manchester,DHL,6,8,No,20.81,2025-01
SH00592,2025-02-18 00:00:00,P001,12,Manchester,Royal Mail,5,4,Yes,11.95,2025-02
SH00593,2026-06-22 00:00:00,P015,30,Birmingham,Royal Mail,3,1,Yes,16.42,2026-06
SH00594,2025-06-10 00:00:00,P006,40,Manchester,DHL,2,1,Yes,24.93,2025-06
SH00595,2025-06-25 00:00:00,P012,25,London,Royal Mail,4,6,No,21.92,2025-06
SH00596,2025-01-02 00:00:00,P008,32,London,Royal Mail,5,7,No,22.7,2025-01
SH00597,2026-03-31 00:00:00,P013,8,London,DPD,5,6,No,14.31,2026-03
SH00598,2025-10-03 00:00:00,P019,20,Birmingham,DPD,2,2,Yes,20.38,2025-10
SH00599,2026-05-13 00:00:00,P001,26,London,DHL,4,4,Yes,19.64,2026-05
SH00600,2025-01-28 00:00:00,P011,16,London,Royal Mail,7,7,Yes,23.16,2025-01
SH00601,2025-11-29 00:00:00,P020,20,London,Royal Mail,7,11,No,23.34,2025-11
SH00602,2025-01-01 00:00:00,P001,44,Birmingham,DPD,3,3,Yes,26.45,2025-01
SH00603,2025-07-07 00:00:00,P008,42,Manchester,DPD,2,6,No,24.26,2025-07
SH00604,2025-02-25 00:00:00,P005,46,Birmingham,DHL,3,3,Yes,26.98,2025-02
SH00605,2025-04-22 00:00:00,P017,41,London,Evri,7,6,Yes,28.85,2025-04
SH00606,2025-11-06 00:00:00,P008,33,Birmingham,DPD,5,5,Yes,21.92,2025-11
SH00607,2025-02-05 00:00:00,P010,22,Birmingham,DPD,3,4,No,19.93,2025-02
SH00608,2026-03-15 00:00:00,P002,14,Birmingham,DPD,4,5,No,18.58,2026-03
SH00609,2025-11-21 00:00:00,P009,46,London,DPD,6,6,Yes,31,2025-11
SH00610,2025-11-03 00:00:00,P003,43,Birmingham,DHL,7,5,Yes,29.76,2025-11
SH00611,2026-06-18 00:00:00,P018,22,Manchester,DHL,7,7,Yes,20.49,2026-06
SH00612,2025-04-19 00:00:00,P007,5,London,DHL,4,4,Yes,13.89,2025-04
SH00613,2026-01-07 00:00:00,P015,43,London,Royal Mail,3,4,No,30.5,2026-01
SH00614,2025-12-23 00:00:00,P020,25,London,DHL,2,1,Yes,20.84,2025-12
SH00615,2025-06-30 00:00:00,P018,5,Birmingham,DHL,5,9,No,21.47,2025-06
SH00616,2025-12-22 00:00:00,P003,19,London,Royal Mail,6,6,Yes,19.14,2025-12
SH00617,2025-03-09 00:00:00,P014,8,London,DHL,2,2,Yes,14.9,2025-03
SH00618,2025-10-19 00:00:00,P002,24,London,Royal Mail,2,1,Yes,18.26,2025-10
SH00619,2025-06-30 00:00:00,P014,14,Manchester,DPD,4,7,No,15.86,2025-06
SH00620,2026-04-11 00:00:00,P011,27,Birmingham,DHL,3,3,Yes,22.74,2026-04
SH00621,2026-03-10 00:00:00,P016,45,Birmingham,DPD,7,8,No,32.37,2026-03
SH00622,2026-04-09 00:00:00,P008,38,Manchester,DHL,7,6,Yes,24.29,2026-04
SH00623,2026-06-18 00:00:00,P007,50,London,Evri,4,6,No,27.54,2026-06
SH00624,2025-03-07 00:00:00,P011,37,Manchester,DPD,3,3,Yes,26.35,2025-03
SH00625,2025-01-21 00:00:00,P003,38,Birmingham,DHL,4,8,No,25.13,2025-01
SH00626,2026-01-19 00:00:00,P017,43,London,DHL,7,11,No,29.68,2026-01
SH00627,2025-02-08 00:00:00,P014,14,Manchester,DPD,2,4,No,15.92,2025-02
SH00628,2025-10-12 00:00:00,P006,24,Manchester,DHL,5,8,No,20.68,2025-10
SH00629,2025-12-02 00:00:00,P008,5,Manchester,DHL,3,3,Yes,15.76,2025-12
SH00630,2025-07-07 00:00:00,P005,17,London,DPD,6,6,Yes,19.11,2025-07
SH00631,2025-08-31 00:00:00,P008,5,Manchester,Evri,6,5,Yes,14.8,2025-08
SH00632,2025-03-14 00:00:00,P002,9,Manchester,DPD,2,4,No,18.17,2025-03
SH00633,2026-04-24 00:00:00,P015,20,London,Royal Mail,4,7,No,21.54,2026-04
SH00634,2025-04-11 00:00:00,P012,19,London,Evri,4,8,No,20.68,2025-04
SH00635,2026-05-29 00:00:00,P017,32,London,DHL,7,9,No,29.68,2026-05
SH00636,2025-06-25 00:00:00,P001,35,Manchester,Evri,2,5,No,24.29,2025-06
SH00637,2025-08-26 00:00:00,P015,27,Birmingham,Royal Mail,7,11,No,25.9,2025-08
SH00638,2025-02-28 00:00:00,P014,49,London,DPD,7,8,No,34.14,2025-02
SH00639,2025-04-09 00:00:00,P020,47,London,Evri,6,5,Yes,31.36,2025-04
SH00640,2026-05-10 00:00:00,P016,21,London,DHL,7,6,Yes,23.08,2026-05
SH00641,2026-05-29 00:00:00,P009,38,Birmingham,DHL,7,7,Yes,31.42,2026-05
SH00642,2025-10-24 00:00:00,P001,17,London,Royal Mail,6,10,No,25.24,2025-10
SH00643,2025-07-30 00:00:00,P017,18,Manchester,DPD,4,6,No,21.86,2025-07
SH00644,2025-05-03 00:00:00,P013,15,Birmingham,DPD,3,2,Yes,17.91,2025-05
SH00645,2025-08-17 00:00:00,P005,32,Manchester,DHL,5,8,No,22.4,2025-08
SH00646,2026-01-23 00:00:00,P010,46,London,Royal Mail,7,9,No,31.1,2026-01
SH00647,2025-05-20 00:00:00,P006,36,London,Royal Mail,3,7,No,28.8,2025-05
SH00648,2026-06-25 00:00:00,P019,39,Birmingham,Royal Mail,6,9,No,30.55,2026-06
SH00649,2026-01-26 00:00:00,P013,35,London,Evri,3,3,Yes,20.37,2026-01
SH00650,2025-09-27 00:00:00,P001,21,London,DPD,5,3,Yes,16.48,2025-09
SH00651,2025-01-12 00:00:00,P020,13,Manchester,DHL,3,2,Yes,13.04,2025-01
SH00652,2026-01-24 00:00:00,P015,14,London,Royal Mail,3,2,Yes,15.24,2026-01
SH00653,2025-12-03 00:00:00,P014,12,London,Royal Mail,3,3,Yes,17.55,2025-12
SH00654,2026-05-21 00:00:00,P008,25,London,DHL,3,4,No,23.81,2026-05
SH00655,2025-04-16 00:00:00,P010,17,London,DHL,2,2,Yes,17.75,2025-04
SH00656,2025-02-01 00:00:00,P009,9,Manchester,Evri,7,11,No,23.79,2025-02
SH00657,2025-03-15 00:00:00,P017,10,London,Evri,6,6,Yes,16.66,2025-03
SH00658,2025-06-20 00:00:00,P009,34,London,Royal Mail,5,6,No,24.42,2025-06
SH00659,2025-03-10 00:00:00,P003,35,Birmingham,DHL,6,7,No,25.69,2025-03
SH00660,2025-12-28 00:00:00,P011,21,London,Evri,2,1,Yes,17.18,2025-12
SH00661,2026-03-09 00:00:00,P012,15,London,Evri,2,5,No,14.74,2026-03
SH00662,2025-04-10 00:00:00,P010,24,London,DPD,2,2,Yes,18.84,2025-04
SH00663,2025-01-09 00:00:00,P017,13,London,Evri,7,8,No,21.07,2025-01
SH00664,2025-01-29 00:00:00,P017,6,London,Evri,2,2,Yes,11.41,2025-01
SH00665,2025-04-24 00:00:00,P011,41,London,Evri,3,2,Yes,27.78,2025-04
SH00666,2026-04-07 00:00:00,P004,5,Manchester,Evri,6,6,Yes,16.02,2026-04
SH00667,2025-05-23 00:00:00,P007,8,London,Royal Mail,4,2,Yes,10.36,2025-05
SH00668,2026-01-25 00:00:00,P014,40,Manchester,Royal Mail,5,9,No,29.93,2026-01
SH00669,2025-06-06 00:00:00,P007,29,Manchester,DPD,2,4,No,23.15,2025-06
SH00670,2025-12-01 00:00:00,P008,7,Birmingham,Royal Mail,6,6,Yes,14.44,2025-12
SH00671,2025-09-17 00:00:00,P001,13,London,Royal Mail,2,2,Yes,10.99,2025-09
SH00672,2025-03-23 00:00:00,P004,26,London,Evri,7,8,No,24.97,2025-03
SH00673,2026-03-17 00:00:00,P012,27,Birmingham,DPD,2,2,Yes,22.83,2026-03
SH00674,2025-06-21 00:00:00,P003,16,Birmingham,Royal Mail,2,4,No,17.08,2025-06
SH00675,2025-08-19 00:00:00,P013,14,Birmingham,DPD,2,3,No,18.85,2025-08
SH00676,2025-03-16 00:00:00,P020,38,London,Royal Mail,2,6,No,29.38,2025-03
SH00677,2025-09-27 00:00:00,P006,47,Manchester,Royal Mail,5,5,Yes,26.13,2025-09
SH00678,2025-03-03 00:00:00,P011,14,London,DHL,6,6,Yes,19.97,2025-03
SH00679,2025-11-16 00:00:00,P004,34,London,DPD,7,7,Yes,25.68,2025-11
SH00680,2025-04-12 00:00:00,P020,26,London,DHL,2,1,Yes,16,2025-04
SH00681,2026-03-05 00:00:00,P016,10,London,DHL,2,2,Yes,14.8,2026-03
SH00682,2025-09-12 00:00:00,P007,6,Birmingham,Royal Mail,2,2,Yes,13.84,2025-09
SH00683,2026-06-16 00:00:00,P011,34,Manchester,DHL,2,4,No,20.94,2026-06
SH00684,2025-04-22 00:00:00,P001,6,Manchester,DPD,3,5,No,17.92,2025-04
SH00685,2025-11-09 00:00:00,P007,36,Manchester,DHL,3,1,Yes,23.51,2025-11
SH00686,2026-04-06 00:00:00,P012,46,Birmingham,DHL,4,4,Yes,31.17,2026-04
SH00687,2026-04-07 00:00:00,P007,20,Birmingham,Royal Mail,2,5,No,18.04,2026-04
SH00688,2025-04-02 00:00:00,P007,16,London,DPD,4,8,No,24.31,2025-04
SH00689,2025-02-21 00:00:00,P010,5,Birmingham,Evri,5,7,No,15,2025-02
SH00690,2026-06-04 00:00:00,P016,12,London,DPD,4,6,No,14.03,2026-06
SH00691,2025-04-08 00:00:00,P008,17,London,DHL,6,9,No,24.15,2025-04
SH00692,2025-08-24 00:00:00,P009,19,London,DPD,3,4,No,19.88,2025-08
SH00693,2026-01-09 00:00:00,P009,48,London,Royal Mail,3,3,Yes,28.28,2026-01
SH00694,2025-08-22 00:00:00,P002,12,Birmingham,Royal Mail,2,1,Yes,13.02,2025-08
SH00695,2025-02-01 00:00:00,P013,14,Manchester,Evri,2,4,No,12.76,2025-02
SH00696,2025-10-16 00:00:00,P013,50,London,Royal Mail,5,3,Yes,29.2,2025-10
SH00697,2026-06-26 00:00:00,P004,9,Manchester,DPD,7,5,Yes,14.98,2026-06
SH00698,2025-04-24 00:00:00,P012,23,Manchester,Royal Mail,5,9,No,24.63,2025-04
SH00699,2025-07-23 00:00:00,P017,42,Birmingham,Evri,6,8,No,29.33,2025-07
SH00700,2025-01-29 00:00:00,P002,15,Birmingham,DPD,2,2,Yes,18.78,2025-01
